plant_id,quantity,fuel_cost,plant_name,latitude,longitude,closest_gas_hub_symbol,distance_to_closest_gas_hub,closest_gas_hub_name,closest_gas_hub_lat,closest_gas_hub_lon,current_supplier_hub_symbol,distance_to_current_supplier,current_supplier__hub_name,current_supplier__hub_lat,current_supplier__hub_lon,current_supplier__Pvalue,dollar_saving_by_choosing_current_supplier,percent_saving_by_choosing_current_supplier
2953,122792.0,9.815,Mustang,35.46988,-97.67498,#NIDNDPMD,310.3046597065725,NGPL Midcontinent,37.5860701365,-99.9332808651,#NIWWAHAD,670.006119143054,Waha,31.5819732588,-103.189521718,0.007745884824544191,0.51,12.0
2956,89764.0,5.456,Seminole,34.96645,-96.7258,#NIENGPLD,310.6996658937695,NGPL Texok zone,33.116534091,-94.2033229871,#NIWELPPD,682.1052130075291,El Paso Permian,31.9610749569,-103.129344009,0.14759473502635956,0.42,12.0
2963,441752.0,4.801881075807239,Northeastern,36.4317,-95.7008,#NIDMARKD,371.2402010364368,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,397.53355166274497,NGPL Midcontinent,37.5860701365,-99.9332808651,0.09739863127470016,0.12,3.0
2964,640760.0,4.575877150571197,Southwestern,35.1009,-98.3524,#NIDNDPMD,310.83519858333466,NGPL Midcontinent,37.5860701365,-99.9332808651,#NIWWAHAD,596.3404339550167,Waha,31.5819732588,-103.189521718,0.4330928325653076,0.51,16.0
2965,132073.0,5.672683417503956,Tulsa,36.116492,-95.99097,#NIENGPLD,371.92829071391697,NGPL Texok zone,33.116534091,-94.2033229871,#NIDNDPMD,387.3596982062098,NGPL Midcontinent,37.5860701365,-99.9332808651,0.07736564427614212,0.02,0.0
3006,370699.0,7.648999999999998,Anadarko Plant,35.0847,-98.23,#NIDNDPMD,317.5762987864769,NGPL Midcontinent,37.5860701365,-99.9332808651,#NIWWAHAD,603.831542718389,Waha,31.5819732588,-103.189521718,0.006252535153180361,0.51,11.0
3008,40201.0,9.777999999999999,Mooreland,36.43725,-99.22543,#NIDNDPMD,142.5254755239193,NGPL Midcontinent,37.5860701365,-99.9332808651,#NIWWAHAD,652.4777673293378,Waha,31.5819732588,-103.189521718,0.1463952511548996,0.51,7.0
3476,58299.0,3.740991406370606,Knox Lee,32.3766,-94.6415,#NIENGPLD,92.02011531683766,NGPL Texok zone,33.116534091,-94.2033229871,#NILHHUBD,369.62040750720837,Henry Hub,29.895494663,-92.063093854,0.9534735679626465,-0.32,-11.0
3478,194475.0,4.365435377297853,Wilkes,32.848163,-94.54799,#NIENGPLD,43.91309636831586,NGPL Texok zone,33.116534091,-94.2033229871,#NILHHUBD,404.7076512379899,Henry Hub,29.895494663,-92.063093854,0.8201916217803955,-0.32,-10.0
3482,1812287.0,2.2016096677844073,Jones,33.5239,-101.7392,#NIWELPPD,217.2696033433483,El Paso Permian,31.9610749569,-103.129344009,#NIDNDPMD,480.8368279027723,NGPL Midcontinent,37.5860701365,-99.9332808651,0.979893684387207,-0.4,-16.0
3484,943056.0,3.193,Nichols,35.283357,-101.7464,#NIDNDPMD,303.42522884039977,NGPL Midcontinent,37.5860701365,-99.9332808651,#NIWELPPD,391.40834228899644,El Paso Permian,31.9610749569,-103.129344009,0.7428953647613525,0.4,17.0
3485,692280.0,3.773,Plant X,34.1661,-102.4114,#NIWELPPD,254.43399613506642,El Paso Permian,31.9610749569,-103.129344009,#NIWELPPD,254.43399613506642,El Paso Permian,31.9610749569,-103.129344009,0.9261826276779175,0.0,0.0
4940,56201.0,7.725367573530719,Riverside (OK),35.9978,-95.9567,#NIENGPLD,358.74849707618563,NGPL Texok zone,33.116534091,-94.2033229871,#NIDNDPMD,396.09244877275,NGPL Midcontinent,37.5860701365,-99.9332808651,1.7359923731419258e-05,0.02,0.0
6064,2329.0,2.8089999999999997,Nearman Creek,39.1681,-94.6975,#NIDMARKD,224.4307464727629,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIOVENTAD,458.29720704923756,Ventura,43.1847784838,-93.4968330768,0.8313599824905396,0.01,0.0
6074,12798.0,3.17,Greenwood (MO),38.8615,-94.2982,#NIDMARKD,266.3344710081576,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,512.7465319642637,NGPL Midcontinent,37.5860701365,-99.9332808651,0.0024677275214344263,0.11,4.0
6077,18304.0,3.656,Gerald Gentleman,41.0808,-101.1408,#NIRCHEYD,307.40985484617005,Cheyenne,40.940693404,-104.79598979,#NIRCHEYD,307.40985484617005,Cheyenne,40.940693404,-104.79598979,0.5011100769042969,0.0,0.0
6096,6321.0,3.7319999999999993,Nebraska City,40.6214,-95.7764,#NIDMARKD,175.31563768753648,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIMCHICD,667.9817036238094,Chicago Citygate,41.7934361818,-87.9509282628,0.6078261137008667,-0.02,0.0
6193,47013.0,2.7510000000000003,Harrington,35.29816,-101.7472,#NIDNDPMD,302.06475887652124,NGPL Midcontinent,37.5860701365,-99.9332808651,#NIDMARKD,615.7131598070938,Northern Natural Demarc,39.5314213619,-97.2620816888,0.9869561791419983,-0.11,-4.0
6194,33888.0,2.6489999999999996,Tolk,34.186494,-102.57,#NIWELPPD,253.16602998655134,El Paso Permian,31.9610749569,-103.129344009,#NIWWAHAD,295.659371268075,Waha,31.5819732588,-103.189521718,0.06340435147285461,0.11,5.0
6195,96085.0,3.4210000000000003,John Twitty Energy Center,37.151706,-93.38804,#NIDMARKD,429.5611138268866,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,580.9567722606745,NGPL Midcontinent,37.5860701365,-99.9332808651,3.9051930798450485e-05,0.11,3.0
6223,74752.0,5.236000000000001,Empire Energy Center,37.1385,-94.1041,#NIDMARKD,383.3499129912757,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,518.0718791052328,NGPL Midcontinent,37.5860701365,-99.9332808651,0.0009191678836941719,0.11,3.0
6373,31372.0,3.680920597985465,Rokeby,40.7316,-96.7364,#NIDMARKD,140.89497298776783,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,445.7485349489895,NGPL Midcontinent,37.5860701365,-99.9332808651,0.0008998039993457496,0.11,3.0
6469,20050.0,6.0,Antelope Valley,47.370542,-101.8357,#NIRCHEYD,753.651160671965,Cheyenne,40.940693404,-104.79598979,#NIRCHEYD,753.651160671965,Cheyenne,40.940693404,-104.79598979,0.10838811844587326,0.0,0.0
7296,949739.0,6.089016113900766,State Line Combined Cycle,37.0659,-94.614,#NIDMARKD,358.916233102321,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,474.3495267514072,NGPL Midcontinent,37.5860701365,-99.9332808651,0.0004888918483629823,0.11,3.0
7887,37609.0,3.767,Terry Bundy Generating Station,40.909653,-96.61309,#NIDMARKD,163.03844516099056,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,467.68781633558024,NGPL Midcontinent,37.5860701365,-99.9332808651,7.683091098442674e-05,0.11,2.0
7902,9311.0,3.069,Pirkey,32.4607,-94.4852,#NIENGPLD,77.62650430384835,NGPL Texok zone,33.116534091,-94.2033229871,#NIENGPLD,77.62650430384835,NGPL Texok zone,33.116534091,-94.2033229871,0.539929986000061,0.0,0.0
7929,17783.0,6.375,West Gardner,38.7875,-94.9861,#NIDMARKD,213.18662184267131,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,452.9834734779839,NGPL Midcontinent,37.5860701365,-99.9332808651,0.007079699542373419,0.1,2.0
8000,125817.0,3.128,Beatrice,40.330184,-96.80815,#NIDMARKD,96.99357779907821,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,407.9782542899814,NGPL Midcontinent,37.5860701365,-99.9332808651,0.0009169799741357565,0.11,4.0
8059,8841.0,4.080692003167062,Comanche (OK),34.5431,-98.3244,#NIDNDPMD,368.36519527444295,NGPL Midcontinent,37.5860701365,-99.9332808651,#NIWWAHAD,560.8292213187846,Waha,31.5819732588,-103.189521718,0.46089640259742737,0.46,13.0
10671,16961.0,3.052,River Valley,35.1931,-94.6458,#NIENGPLD,234.7274895938063,NGPL Texok zone,33.116534091,-94.2033229871,#NIENGPLD,234.7274895938063,NGPL Texok zone,33.116534091,-94.2033229871,2.5474137146375142e-05,0.0,0.0
55065,1423192.0,2.136,Mustang Station,32.9728,-102.7417,#NIWELPPD,118.36286748957501,El Paso Permian,31.9610749569,-103.129344009,#NIWWAHAD,160.45990171262386,Waha,31.5819732588,-103.189521718,0.14325377345085144,0.11,6.0
55457,1789750.0,5.456,McClain Energy Facility,35.29774,-97.58985,#NIDNDPMD,330.02045047053696,NGPL Midcontinent,37.5860701365,-99.9332808651,#NIWWAHAD,664.3672111791712,Waha,31.5819732588,-103.189521718,0.15174910426139832,0.51,14.0
55463,3266048.0,3.8610000000000007,Redbud Power Plant,35.6856,-97.2264,#NIDNDPMD,321.25723896160963,NGPL Midcontinent,37.5860701365,-99.9332808651,#NIWELPPD,685.2617666739873,El Paso Permian,31.9610749569,-103.129344009,0.002387791872024536,0.4,13.0
55651,159865.0,5.0680000000000005,Spring Creek Energy Center,35.7422,-97.655,#NIDNDPMD,288.9758239285307,NGPL Midcontinent,37.5860701365,-99.9332808651,#NIWWAHAD,690.7238757527413,Waha,31.5819732588,-103.189521718,0.3736949861049652,0.51,15.0
55664,2318228.0,2.895,Harrison County Power Project,32.3958,-94.4367,#NIENGPLD,83.1532494881319,NGPL Texok zone,33.116534091,-94.2033229871,#NIENGPLD,83.1532494881319,NGPL Texok zone,33.116534091,-94.2033229871,0.6746630668640137,0.0,0.0
55972,303.0,9.299000000000001,Cass County,40.947913,-95.96403,#NIDMARKD,192.42789941791867,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,506.9101942578376,NGPL Midcontinent,37.5860701365,-99.9332808651,0.0006786675658077002,0.1,1.0
56151,79357.0,6.166,South Harper,38.6803,-94.4824,#NIDMARKD,258.11635489330547,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,492.49861208017336,NGPL Midcontinent,37.5860701365,-99.9332808651,7.405209908029065e-05,0.11,2.0
56326,618044.0,2.6010000000000004,Mustang Station Unit 4,32.974554,-102.7436,#NIWELPPD,118.49388355968262,El Paso Permian,31.9610749569,-103.129344009,#NIWELPPD,118.49388355968262,El Paso Permian,31.9610749569,-103.129344009,0.5726644992828369,0.0,0.0
56328,9245.0,6.967601189832342,Harry D Mattison Gas Plant,36.1855,-94.2841,#NIENGPLD,341.7157481618517,NGPL Texok zone,33.116534091,-94.2033229871,#NIDNDPMD,526.4939002007799,NGPL Midcontinent,37.5860701365,-99.9332808651,0.1169898509979248,0.03,0.0
56502,426714.0,3.2439999999999998,Emporia Energy Center,38.445883,-96.06525,#NIDMARKD,159.1398392041665,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,352.44542251242075,NGPL Midcontinent,37.5860701365,-99.9332808651,0.4744163453578949,0.11,3.0
56564,17913.0,3.8302916876011834,John W Turk Jr Power Plant,33.649722,-93.81194,#NIENGPLD,69.61620122788872,NGPL Texok zone,33.116534091,-94.2033229871,#NILHHUBD,449.4739287758192,Henry Hub,29.895494663,-92.063093854,0.7429155707359314,-0.32,-11.0
56565,2431667.0,4.338740360419417,J Lamar Stall Unit,32.51947,-93.76013,#NIENGPLD,78.3366018952136,NGPL Texok zone,33.116534091,-94.2033229871,#NISAGUAD,648.3269159334835,Agua Dulce,27.7488987587,-97.6254036216,0.005744847934693098,0.06,2.0
56610,426000.0,3.737,Deer Creek Station,44.39624,-96.53332,#NIOVENTAD,278.76881712211565,Ventura,43.1847784838,-93.4968330768,#NIOVENTAD,278.76881712211565,Ventura,43.1847784838,-93.4968330768,0.3905925750732422,0.0,0.0
57943,645702.0,3.716,Lonesome Creek Station,47.796667,-103.5786,#NIRCHEYD,769.2990851370123,Cheyenne,40.940693404,-104.79598979,#NIRCHEYD,769.2990851370123,Cheyenne,40.940693404,-104.79598979,0.6805909872055054,0.0,0.0
58835,678504.0,2.697,Elk Station,33.865,-101.8433,#NIWELPPD,243.64154622691106,El Paso Permian,31.9610749569,-103.129344009,#NIWELPPD,243.64154622691106,El Paso Permian,31.9610749569,-103.129344009,0.6082295179367065,0.0,0.0
